address,price,lat,lon,year
12 Dwight St #3,876000,42.343941,-71.068203,2014
73 Revere St #1,384500,42.359644,-71.069059,2002
110 Charles St #4,640000,42.359003,-71.070867,2020
8 Whittier Pl #106,355000,42.366178,-71.067225,2009
464 Shawmut Ave #2,650000,42.338985,-71.07559,2022
9 Temple St #3,840000,42.360792,-71.063685,2013
75 Waltham St #1,269000,42.343008,-71.070293,2001
38-66 Cornhill St,23800000,42.359269,-71.058283,2016
132 Myrtle St #4,465000,42.359298,-71.069213,2007
100 Lovejoy Wharf #6D,1942812,0,0,2019
129 Charles St S #1,275000,42.349039,-71.066612,2001
18 Arlington St #43,212500,42.349523,-71.069551,2002
222 W Canton St #1,2855000,42.345117,-71.077133,2020
8 Whittier Pl #104,376000,42.366178,-71.067225,2007
2 Hawthorne Pl #14D,399000,42.363418,-71.066692,2001
2 Hawthorne Pl #14D,380625,42.363418,-71.066692,2003
408 Columbus Ave #4,1090000,42.344496,-71.076758,2018
7 Claremont Park,4137500,42.342437,-71.081836,2019
408 Columbus Ave #5,775000,42.344496,-71.076758,2005
342-344 North St #4B,236500,42.36516,-71.051882,2000
1 Charles St S #1607,465000,42.351787,-71.067367,2005
483 Beacon St #31,588000,42.350833,-71.089187,2014
282 Newbury St #10,850000,42.349253,-71.084215,2019
282 Newbury St #9,532000,42.349253,-71.084215,2007
466 Commonwealth Ave #304,210000,42.348733,-71.094033,2008
8 Garrison St #401,287350,42.346203,-71.079876,2008
282 Newbury St #8,483000,42.349253,-71.084215,2012
534-538 Commonwealth Ave #2A,799000,42.348772,-71.095993,2018
466 Commonwealth Ave #401,705000,42.348733,-71.094033,2016
181 Marlborough St #1,6e+06,42.352563,-71.080098,2019
45 Revere St #B,680000,42.359666,-71.068123,2015
160 Commonwealth Ave #306,4e+05,42.351537,-71.078204,2005
210-216 Lincoln St #802,880000,42.349981,-71.058815,2019
1597 Washington St #404,525000,42.338442,-71.074435,2004
205 Commonwealth Ave #7,2485000,42.351411,-71.08114,2020
119 Beacon St #3,1450000,42.355032,-71.073691,2016
33 Myrtle St #3,710000,42.359454,-71.065714,2016
50-50B Joy St,302775,42.360273,-71.065215,2009
56 Commonwealth Ave #41,980000,42.352579,-71.074195,2016
35 E Concord St #3,410000,42.337115,-71.074209,2006
122 Riverway #10,302000,42.343272,-71.10441,2005
412 Beacon St #4,875000,42.351855,-71.086114,2001
291 Beacon St,5643880,42.353057,-71.080896,2021
372 Marlborough St,7056120,42.350549,-71.086924,2021
221 Beacon St #1,1975000,42.353962,-71.077658,2015
6 Otis Pl,2262500,42.357126,-71.071904,2004
80 Broad St #408,391000,42.357638,-71.052772,2009
15 Park Dr #31,396000,42.344564,-71.094764,2006
2 Hawthorne Pl #2J,359000,42.363418,-71.066692,2008
33 Holyoke St #5,340000,42.344801,-71.07779,2000
355 Congress St #502,960000,42.350359,-71.048463,2022
3 Wellington St #3,549000,42.34121,-71.081116,2013
67 Marlborough St #3,3250000,42.353892,-71.075229,2000
241 Marlborough St,3616825,42.352044,-71.082059,2003
511 Columbus Ave #5,565000,42.342329,-71.079773,2012
300 Columbus Ave #3,427000,42.346725,-71.074,2004
151 Warren Ave,1995000,42.344135,-71.075464,2013
29 Greenwich Park #2,1335000,42.335656,-71.083968,2007
41 Warren Ave #3,333000,42.34517,-71.071255,2003
150 Lincoln St #5B,587500,42.351037,-71.058348,2010
318 Commonwealth Ave #3,807000,42.349401,-71.086162,2006
1 Huntington Ave #1304,1475000,42.349359,-71.076991,2000
85 Appleton St #3,269000,42.345595,-71.073353,2000
285 Columbus Ave #304,220300,42.346859,-71.074162,2008
109-119 Beach St #COMM1,720000,42.350718,-71.058047,2020
90 Broadway #2C,474000,42.34955,-71.066993,2003
37 Bay State Rd #1,1040000,42.348275,-71.068363,2012
37 Bay State Rd #3,1040000,42.349939,-71.094589,2012
12 Yarmouth St #A&B,730000,42.345704,-71.076547,2007
103-109 South St #6B,390000,42.351587,-71.057349,2002
26 Montgomery St #3,250500,42.343495,-71.073987,2001
485-495 Harrison Ave #507,575000,42.341963,-71.066435,2006
121-123 Beach St #802,640000,42.350656,-71.057767,2001
136 Arlington St #3,1545000,42.348831,-71.069348,2017
116 Mount Vernon St #2,4e+05,42.357856,-71.069978,2012
130 Appleton St #2C,1040000,42.34502,-71.074831,2021
2 Avery St #27F,1100000,42.353193,-71.063136,2016
1 Avery St #18E,785000,42.35337,-71.062515,2014
2 Avery St #35B,1075000,42.353193,-71.063136,2005
2 Avery St #35A,785000,42.353193,-71.063136,2006
50 Commonwealth Ave #603,415000,42.352658,-71.073891,2001
243 W Newton St #5,975000,42.344537,-71.080365,2020
110 Riverway #3,650000,42.343265,-71.104361,2018
151 Tremont St #25M,310000,42.355077,-71.063406,2001
378 Marlborough St,1650000,42.350479,-71.087183,2000
204 W Brookline St #1,727000,42.342868,-71.076372,2004
52 Waltham St #2,487000,42.342195,-71.069624,2008
15 Garrison St #3,350000,42.34606,-71.080024,2009
343 Commercial St #114,2450000,42.366072,-71.05123,2014
2-1/2 Battery Wharf #3505,2200000,0,0,2010
53 Commercial Wharf #53,1895000,42.362155,-71.050624,2012
37 Appleton St #1,616000,42.346048,-71.071641,2005
39 Commercial Wharf #8,1850000,42.362155,-71.050624,2013
49 Revere St #5,485000,42.359664,-71.06825,2013
440 Commercial St #301,899000,42.367283,-71.052961,2021
20 Rowes Wharf #707,1e+06,42.356979,-71.050463,2005
2 Hawthorne Pl #7A,322500,42.363418,-71.066692,2002
100 Beacon St #2A,2690000,42.35531,-71.073021,2022
125 Park Dr #10,179000,42.341617,-71.097478,2005
179 Marlborough St #2,1135000,42.352587,-71.080009,2001
1411 Washington St #5,275900,42.341063,-71.070433,2001
160 Commonwealth Ave #215,331000,42.351537,-71.078204,2012
66 Queensberry St #119,288000,42.342604,-71.097951,2011
505 Tremont St #309,920000,42.345021,-71.070212,2008
133 Seaport Blvd #1212,1120000,42.350971,-71.043923,2021
26 Isabella St #8,532000,42.348657,-71.070042,2003
500 Atlantic Ave #14K,2935000,42.353653,-71.053436,2009
1 Charles St S #8A,1130000,42.352495,-71.067469,2018
3 Avery St #801,775000,42.35337,-71.062604,2005
95 Gainsborough St #408,485000,42.342473,-71.088869,2007
22 River St #4,610000,42.35678,-71.070321,2010
2 Union Park St #1,1725000,42.34212,-71.070593,2014
22 Montgomery St,965250,42.343474,-71.074063,2009
65 E India Row #29G,625000,42.358036,-71.051007,2004
65 E India Row #27D,275000,42.358036,-71.051007,2000
485-495 Harrison Ave #609,828750,42.341963,-71.066435,2007
2 Rollins St #D607,645000,42.341938,-71.0682,2003
1 Nassau St #1909,661000,42.348799,-71.063184,2004
20 Hereford St #3,460700,42.350914,-71.086587,2007
19 Wiget St #305,599000,42.363976,-71.056371,2020
115 Salem St #1,276500,42.364476,-71.055335,2004
114 Riverway #3,219000,42.34327,-71.104383,2008
54 Myrtle St #5,285000,42.359265,-71.066303,2001
64 Charlesgate E #61,348000,0,0,2006
52 Charlesgate E #170,189000,42.347468,-71.09142,2001
145 Pinckney St #219,265000,42.358897,-71.07179,2000
373 Commonwealth Ave #503,595000,42.349307,-71.0909,2010
1672-R Washington St #PH1,1595000,42.337702,-71.075331,2015
19 Holyoke St #3,398000,42.344699,-71.077634,2003
465-469 Hanover St #4,335000,42.36687,-71.052599,2010
449-463 Washington St #10A,543000,42.355181,-71.060824,2002
134-136 Fulton St #6,1140000,42.363052,-71.052568,2006
10 Rowes Wharf #1204,1950000,42.356948,-71.050571,2000
10 Rowes Wharf #1203,872500,42.357157,-71.050181,2003
249 W Newton St #3,710000,42.344749,-71.080676,2021
433 Columbus Ave #2,5e+05,42.343941,-71.077778,2011
346 Beacon St #2,295000,42.352435,-71.083945,2009
360 Newbury St #405,1005000,42.348168,-71.087641,2006
662 Massachusetts Ave #4,224000,42.336168,-71.076334,2000
35-35A Myrtle St,7025000,42.359453,-71.065787,2018
47 W Cedar St,1810000,42.359472,-71.070015,2003
66 Myrtle St,2136000,42.359262,-71.066822,2007
300 Marlborough St #1,1,42.351352,-71.083959,2017
300 Marlborough St #3,1,42.351352,-71.083959,2017
300 Marlborough St #4,1,42.351352,-71.083959,2017
300 Marlborough St #5,1,42.351352,-71.083959,2017
300 Marlborough St #6,1,42.351352,-71.083959,2017
300 Marlborough St #7,1,42.351352,-71.083959,2017
300 Marlborough St #8,1,42.351352,-71.083959,2017
300 Marlborough St #9,1,42.351352,-71.083959,2017
64-64A Revere St,6400000,42.359478,-71.068626,2017
1091 Boylston St #37,115500,42.347058,-71.088989,2000
49 Beacon St #1,425000,42.356689,-71.067678,2003
49 Beacon St #3,675000,42.356689,-71.067678,2007
78 Revere St,2545000,42.359549,-71.069191,2022
520 Beacon St #3E,544000,42.350691,-71.090426,2005
36-R Joy St #3,110000,42.359833,-71.065187,2001
4 Charlesgate E #702,565000,42.349847,-71.091522,2013
23 Hancock St #1,687800,42.3605,-71.064573,2003
645 Tremont St #2,325000,42.34211,-71.075336,2002
688 Tremont St #3,390000,42.341133,-71.076982,2002
106 Union Park St #2,337500,42.340318,-71.066925,2001
23 Bay State Rd #3,570111,42.348293,-71.06838,2004
86 Saint Stephen St #1,545000,42.341799,-71.087542,2001
11 Walley St #209,314000,42.389053,-70.999425,2022
82 Dartmouth St #82,1925000,42.345567,-71.075091,2010
8 Whittier Pl #10J,349000,42.365893,-71.067451,2002
636-638 Beacon St #304,510000,42.349451,-71.094999,2016
534-538 Commonwealth Ave #4D,771741,42.348772,-71.095993,2018
109-119 Beach St #5E,1435000,42.350718,-71.058047,2019
23 Hancock St #2,380000,42.3605,-71.064573,2002
6 Walnut St #B1,470000,42.357602,-71.065903,2012
26 Montgomery St #1,475000,42.343765,-71.073359,2016
390 Commonwealth Ave #406,725000,42.348872,-71.088555,2009
425 Newbury St #C101,725000,42.348159,-71.089626,2009
40 Greenwich Park #3,565000,42.335528,-71.083793,2006
90 Gainsborough St #302E,173000,42.342147,-71.087937,2000
505 Tremont St #303,1115000,42.345021,-71.070212,2004
70 Lincoln St #L419,459000,42.352217,-71.057924,2007
122-124 Fulton St #9,545000,42.362957,-71.052677,2006
350 North St #302,625000,42.365541,-71.051744,2009
100 Beacon St #3A,3100000,42.35531,-71.073021,2022
190 Commonwealth Ave #8,302000,42.351033,-71.080112,2003
485-495 Harrison Ave #509,641310,42.34195,-71.066283,2005
416 Massachusetts Ave #2,320000,42.341432,-71.082781,2000
416 Massachusetts Ave #2,5e+05,42.341432,-71.082781,2017
36 Greenwich Park #2,469000,42.335537,-71.083784,2013
21 Upton St #3,995000,42.342262,-71.071957,2003
170 Tremont St #607,330000,42.353617,-71.064016,2011
170 Tremont St #607,257000,42.353617,-71.064016,2002
22 River St #5,929000,42.35678,-71.070321,2020
492 Beacon St #46,1300000,42.351009,-71.089244,2005
560 Commercial St #1,461000,42.36818,-71.056694,2002
26 Montgomery St #6,450000,42.343495,-71.073987,2005
1 Charles St S #1105,790000,42.351787,-71.067367,2006
293-295 Commonwealth Ave #3F,360000,42.35025,-71.085384,2000
591 Beacon St #5,325000,42.349566,-71.09396,2014
195 Beacon St #3,635000,42.354533,-71.075879,2018
9 Hawthorne Pl #6D,410000,42.363479,-71.066446,2002
46 Commonwealth Ave #5,628000,42.352685,-71.073787,2007
28-32 Atlantic Ave #515,725000,42.363443,-71.05093,2016
140 Mount Vernon St #8,980000,42.357419,-71.071997,2001
26 Battery St #4,930000,42.366457,-71.051827,2014
201 W Springfield St #2,274025,42.339999,-71.079895,2001
80 Broad St #505,499500,42.357598,-71.052925,2022
227 Marlborough St #3,595000,42.352152,-71.081654,2019
416 Marlborough St #705,564500,42.35004,-71.088819,2010
485-495 Harrison Ave #302,334875,42.34195,-71.066283,2004
416 Marlborough St #308,1174000,42.35004,-71.088819,2017
495 Columbus Ave #3,635000,42.342694,-71.079344,2010
133 Warren Ave #1,356000,42.344335,-71.0747,2005
151 Tremont St #17N,645000,42.355397,-71.063003,2004
167 Beacon St #2,155000,42.354538,-71.07551,2003
1 Garden St #5,7e+05,42.361064,-71.067029,2020
110 Riverway #7,3e+05,42.343265,-71.104361,2004
16-20 Westland Ave,2.4e+07,42.343298,-71.086532,2020
11-1/2 Thacher St #2,415000,42.365504,-71.056755,2004
16 Miner St #308,460000,42.346729,-71.102995,2010
238 W Newton St #3,1765000,42.344404,-71.08053,2004
100 Fulton St #1A,1410000,42.36277,-71.052884,2015
301 Shawmut Ave #22,422000,42.342491,-71.070184,2000
65 Pinckney St #2,960000,42.358956,-71.067699,2018
41-43 Phillips St #11,850200,42.360434,-71.068,2000
170 Tremont St #401,340000,42.354321,-71.063812,2006
464 Commonwealth Ave #38,180000,42.348734,-71.093973,2004
88 Worcester St #4,355000,42.339745,-71.078568,2002
19 Wiget St #104,362000,42.363976,-71.056371,2004
99-105 Broad St #5C,965000,42.357369,-71.052621,2022
290 Commonwealth Ave #23,365000,42.349761,-71.0848,2000
10 Henchman St #4M,140000,42.367064,-71.053982,2004
49 Milford St #2,750000,42.344115,-71.069647,2019
16 Concord Sq #3,725000,42.341755,-71.079273,2021
505 Tremont St #801,1660000,42.345021,-71.070212,2004
552 Massachusetts Ave #4,842000,42.338869,-71.079624,2018
343 Washington St #102B,2250000,42.35673,-71.059203,2016
333 Washington St #207B,6e+05,42.356845,-71.059073,2015
123 Charles St #3,1959250,42.359756,-71.070685,2019
229 Beacon St #4,2180000,42.353872,-71.077992,2015
282 Marlborough St #1,1900000,42.351527,-71.083283,2004
16 Miner St #507,467000,42.346729,-71.102995,2011
389 Beacon St #3,348000,42.35194,-71.085045,2003
1 Avery St #26C,1195000,42.35337,-71.062515,2005
390 Commonwealth Ave #207,860000,42.348872,-71.088555,2014
120 Mountfort St #206,573900,42.348404,-71.106001,2005
21 Beacon St #9E,279000,42.358102,-71.062597,2003
107 Jersey St #21B,480000,42.342918,-71.097177,2017
114 Hemenway St,1e+07,42.342767,-71.090172,2001
84 Gainsborough St #201W,245000,42.342122,-71.087805,2004
87 Beacon St #3R,850000,42.35579,-71.071583,2018
6 Whittier Pl #17G,399000,42.365893,-71.067451,2021
552 Massachusetts Ave #6,670000,42.338869,-71.079624,2015
11 Follen St #3F,320000,42.345078,-71.079687,2008
74 Fenway #43,235000,42.342769,-71.091398,2001
210-216 Lincoln St #204,495000,42.349981,-71.058815,2002
119 Beacon St #5,779000,42.355032,-71.073691,2006
2 Rollins St #D206,235000,42.341938,-71.0682,2003
1180-1200 Washington St #207,815000,42.342961,-71.066725,2017
19 Hancock St #2,1035000,42.360632,-71.064582,2014
440 Commercial St #503,540000,42.367283,-71.052961,2008
520 Beacon St #2E,490000,42.350691,-71.090426,2006
34 Hancock St #6,625000,42.360515,-71.064331,2004
21 Beacon St #5R,262000,42.358102,-71.062597,2000
88 W Springfield St #4,292000,42.337338,-71.076992,2005
2 Fayette St #3,360000,42.349333,-71.066459,2006
424 Hanover St #424,345000,42.366545,-71.052806,2004
88 Wareham St #306,250900,42.339262,-71.067434,2021
3 Avery St #402,597100,42.35337,-71.062604,2017
70-72 Mount Vernon St #3A27,2150000,42.358168,-71.067324,2022
105 Pembroke St #3,1260000,42.342323,-71.076529,2020
90 Gainsborough St #304E,299900,42.342147,-71.087937,2000
589 Tremont St #2,320000,42.34316,-71.073157,2010
48-52 Boylston St,8533647,42.352237,-71.063968,2016
31 Queensberry St #6,220500,42.343137,-71.096386,2007
71 Mount Vernon St #1,1900000,42.358029,-71.068496,2022
71 Mount Vernon St #2,1900000,42.358029,-71.068496,2022
71 Mount Vernon St #3,3900000,42.358029,-71.068496,2022
71 Mount Vernon St #4,3900000,42.358029,-71.068496,2022
71 Mount Vernon St #5,3900000,42.358029,-71.068496,2022
133 Seaport Blvd #1222,2489500,42.350971,-71.043923,2020
333 Washington St #515A,80000,42.356845,-71.059073,2005
333 Washington St #344,58000,42.356845,-71.059073,2018
333 Washington St #639,2e+05,42.356845,-71.059073,2022
333 Washington St #531,48000,42.356845,-71.059073,2005
333 Washington St #643,240000,42.356845,-71.059073,2008
333 Washington St #646,110000,42.356845,-71.059073,2008
26 Sheafe St #1,565000,42.366525,-71.056394,2017
100 Shawmut Ave #606,756000,42.345888,-71.066287,2022
85 E India Row #35G,583000,42.358311,-71.050532,2010
85 E India Row #12F,810000,42.358311,-71.050532,2012
400 Stuart St #18K,840000,42.348853,-71.074296,2011
1111 Boylston St #35,235000,42.346576,-71.090399,2008
151 Tremont St #7E,766520,42.355397,-71.063003,2008
114 Commonwealth Ave #1,740000,42.352398,-71.077412,2002
28-R Phillips St,1749000,42.360257,-71.067722,2018
54 Gray St,1875000,42.345456,-71.071546,2013
1 Charles St S #8H,1275500,42.351787,-71.067367,2004
80 Summer St #4,1500000,42.353947,-71.058107,2020
456 Beacon St #2,265000,42.351483,-71.087499,2009
100 Shawmut Ave #1001,1273150,42.345888,-71.066287,2022
20 Rowes Wharf #505,7e+05,42.356979,-71.050463,2000
124 Chandler St #E,460000,42.346162,-71.073551,2006
43 Westland Ave #609,729000,42.343779,-71.089053,2016
179 Beacon St #1,2100000,42.354404,-71.076001,2016
682 Tremont St #4,596500,42.34111,-71.076815,2011
32 Fayette St,1790000,42.348652,-71.067637,2016
437 Marlborough St #21,460000,42.349875,-71.090067,2014
10 Bowdoin St #303,780000,42.359709,-71.06287,2006
120 Norway St #16,339000,42.345204,-71.088847,2004
357 Commercial St #405,575000,42.366214,-71.051154,2007
10 Bowdoin St #418,932000,42.360946,-71.063021,2004
333 Washington St #322,120000,42.356845,-71.059073,2002
333 Washington St #323,1e+05,42.356845,-71.059073,2002
483 Beacon St #17,302000,42.350833,-71.089187,2016
5 Appleton St #6A,1310000,42.346463,-71.070118,2021
41 Revere St #2,347000,42.359578,-71.068,2010
922 Beacon St #43,360000,42.346452,-71.106384,2015
175 Saint Botolph St #4,805000,42.342502,-71.083713,2005
1721 Washington St #209,635000,42.336989,-71.076499,2005
87 Gainsborough St #101,480000,42.342409,-71.088451,2014
165 Tremont St #1002,1040000,42.354233,-71.063727,2004
79 Gainsborough St #6,247750,42.342345,-71.088033,2001
26 Bradford St #1,655000,42.342328,-71.069607,2011
35 Worcester Sq #4,570000,42.336256,-71.074244,2013
87 Gainsborough St #401,345000,42.342409,-71.088451,2011
25 Appleton St #1,625151,42.34617,-71.071182,2004
121-123 Beach St #701,970000,42.350656,-71.057767,2015
70 Lincoln St #L418,824000,42.352217,-71.057924,2016
1 Nassau St #2108,6e+05,42.348799,-71.063184,2012
151 Tremont St #9A,405000,42.355397,-71.063003,2007
189 Warren Ave #2,457500,42.343758,-71.076864,2012
121 Salem St #3B,225000,42.364576,-71.055333,2007
486 Columbus Ave #4,630000,42.342841,-71.078821,2009
141 Pembroke St #6,528500,42.343056,-71.077234,2010
243 W Newton St #4,566000,42.344537,-71.080365,2005
121 Saint Botolph St #2,860000,42.344261,-71.081568,2010
407 Beacon St,4750000,42.351746,-71.085801,2016
292 Marlborough St,3837500,42.35143,-71.083658,2012
8 Whittier Pl #6H,625000,42.366178,-71.067225,2001
777 Tremont St #4,825100,42.339502,-71.080207,2017
148 Worcester St #4,7e+05,42.341069,-71.079938,2013
80-82 Fenwood Rd #1013,1080000,42.336145,-71.109245,2020
19 Cortes St #3,790000,42.348358,-71.069807,2017
15 Upton St #4,595000,42.342153,-71.07183,2011
170 Tremont St #1005,298520,42.353617,-71.064016,2002
45 Temple St #106,1900000,42.359805,-71.063566,2022
86 Jersey St #B1,241000,42.343726,-71.097299,2011
65 Rutland St #3,1295000,42.340334,-71.076451,2014
79 Gainsborough St #408,690000,42.342125,-71.087532,2015
1 Franklin St #1807,2e+06,42.356057,-71.059157,2022
1 Nassau St #2102,391000,42.348799,-71.063184,2011
530 Tremont St #R1,880000,42.34449,-71.070465,2018
486 Shawmut Ave #3,5e+05,42.338201,-71.076589,2009
28 Leland St #2,689000,42.297264,-71.112517,2022
120 Lincoln St #4B,535000,42.351474,-71.058164,2012
138 Beacon St #6,1550000,42.354815,-71.075197,2021
136 Beacon St #9,3085000,42.354838,-71.075112,2020
14-16 Henchman St #3M,290000,42.367087,-71.05396,2003
437 Marlborough St #12,885000,42.349754,-71.090312,2022
534-538 Commonwealth Ave #3B,4e+05,42.348772,-71.095993,2003
333 Washington St #527,160000,42.356845,-71.059073,2000
338 Commonwealth Ave #5,2100000,42.349252,-71.087112,2022
151 Tremont St #10F,775000,42.355397,-71.063003,2009
151 Tremont St #10E,630000,42.355397,-71.063003,2004
102 Commercial St #1,480000,42.361896,-71.052821,2013
464 Commonwealth Ave #36,3e+05,42.348734,-71.093973,2014
183-185A Massachusetts Ave #702,490000,42.345393,-71.086945,2003
9 Hawthorne Pl #5J,355000,42.363479,-71.066446,2008
6 Whittier Pl #3M,399700,42.366192,-71.06722,2000
1313 Washington St #317,571750,42.341948,-71.068372,2013
2 E Concord St #2,185576,42.33799,-71.074903,2001
285 Beacon St #1C,795000,42.353145,-71.080573,2012
702 Massachusetts Ave #3,250000,42.335797,-71.075879,2004
1411 Washington St #20,419000,42.341063,-71.070433,2016
234 Causeway St #1106,629000,42.366526,-71.059296,2022
160 Commonwealth Ave #314,1350000,42.351537,-71.078204,2022
381 Beacon St,6175000,42.352022,-71.084718,2018
25 Dartmouth St #2,407000,42.343643,-71.074022,2007
3 Acorn St,2950000,42.357637,-71.068373,2013
437 Marlborough St #22,492500,42.349875,-71.090067,2019
97 Waltham St #2,620000,42.343188,-71.070509,2019
530 Tremont St #R1,690000,42.34449,-71.070465,2014
202 Commonwealth Ave #3,4e+06,42.350889,-71.080611,2014
30 Union Park St #205,1345000,42.34184,-71.070099,2020
560 Columbus Ave #5,570000,42.341423,-71.080773,2022
150 Chandler St #2,341360,42.346011,-71.07408,2015
66 Clarendon St #1,620000,42.346683,-71.07338,2011
2 Clarendon St #501,576000,42.344091,-71.072116,2011
7 Lawrence St,1400000,42.346253,-71.072073,2013
295-297 Beacon St #32,1150000,42.352999,-71.081112,2015
295-297 Beacon St #31,1400000,42.352999,-71.081112,2017
96 E Brookline St #2,340000,42.337276,-71.069555,2009
534 Beacon St #504,280000,42.350518,-71.091067,2002
36 Hanson St,1010000,42.343494,-71.070153,2003
37 Mount Vernon St #2,1600000,0,0,2014
37 Mount Vernon St #3,1600000,0,0,2014
9 Hawthorne Pl #11J,5e+05,42.363479,-71.066446,2018
2 Hawthorne Pl #5C,335000,42.363418,-71.066692,2004
133 Seaport Blvd #912,1075000,42.350971,-71.043923,2021
37 E Springfield St #1,322000,42.336239,-71.075702,2004
13 Lindall Pl #3,940000,42.360835,-71.069419,2017
32 Claremont Park,1634000,42.342005,-71.082906,2007
127 Pembroke St #5,375000,42.342772,-71.076994,2001
112 Pinckney St #33,1070000,42.358717,-71.071901,2019
1313 Washington St #702,857000,42.341948,-71.068372,2002
131 Park Dr #G2,280000,42.341493,-71.097645,2005
26 Stillman St #5-4,440000,42.363764,-71.056946,2012
181 Essex St #E505,615000,42.352269,-71.058198,2022
249 Newbury St #C2,1005000,42.34962,-71.082736,2006
100 E Brookline St #1,484500,42.337185,-71.069448,2015
220 Boylston St #1106,853875,42.352207,-71.068581,2008
220 Boylston St #1108,1621125,42.352207,-71.068581,2008
7 Hereford St #9,205000,42.351247,-71.087015,2002
122 Riverway #11,185000,42.343272,-71.10441,2010
16 Miner St #410,492500,42.346729,-71.102995,2013
145 Pinckney St #621,290000,42.358897,-71.07179,2010
39 Hemenway St #18,515000,42.345429,-71.089667,2019
1 Charles St S #1107,585000,42.351787,-71.067367,2012
3 Winter Pl,1788880,42.355639,-71.06191,2015
286 Beacon St #9,626000,42.353091,-71.081484,2009
108 E Brookline St #3,389000,42.337002,-71.069232,2010
1313 Washington St #703,920000,42.341948,-71.068372,2011
96 Gainsborough St #4W,244000,42.342169,-71.088083,2002
85 E India Row #28A,480000,42.358311,-71.050532,2010
505 Tremont St #208,2295000,42.345021,-71.070212,2016
13 Knox St,1185000,42.348962,-71.068249,2013
671 Tremont St #5,432500,42.341732,-71.076053,2013
201 Newbury St #406,860000,42.350246,-71.080415,2016
78 Rutland St #3,719610,42.340412,-71.076884,2006
65 E India Row #10A,5e+05,42.358036,-71.051007,2015
104 Marlborough St #C,1477500,42.353317,-71.076633,2007
61 W Cedar St #3,5e+05,42.359799,-71.069976,2007
57 Charter St #2B,529000,42.367358,-71.054617,2017
44 Rutland Sq #2,866000,42.342042,-71.078681,2003
228 W Canton St #1,1875000,42.345164,-71.077205,2009
167 W Brookline St,3500000,42.342271,-71.075499,2013
65 E India Row #26D,382500,42.358036,-71.051007,2003
8 Gloucester St #BR,331000,42.351114,-71.085239,2013
371-373 Hanover St #2,426000,42.36494,-71.053312,2008
416 Massachusetts Ave #2,705000,42.341432,-71.082781,2020
61 Park Dr #16,398000,42.342954,-71.094733,2010
154 Beacon St #4,770000,42.35463,-71.075879,2010
100 Belvidere St #10E,2475000,42.346046,-71.083886,2002
430 Marlborough St #3,641000,42.34991,-71.089283,2013
34 E Newton St #2,4e+05,42.337899,-71.072302,2018
70-72 Mount Vernon St #1A70,1565000,42.358168,-71.067324,2011
191 Commonwealth Ave #22,2450000,42.351579,-71.080514,2005
131 Park Dr #44,183000,42.341493,-71.097645,2003
245 W Canton St #2,1240000,42.345384,-71.077174,2000
1 Avery St #23D,1500000,42.35337,-71.062515,2002
1180-1200 Washington St #220,570000,42.342961,-71.066725,2002
17 Bowdoin St #5A,240000,42.360727,-71.063012,2004
39 Upton St #2,920000,42.342753,-71.072529,2020
1 Charles St S #501,571000,42.352495,-71.067469,2012
124 Beacon St #6F,450000,42.354983,-71.074579,2006
400 Marlborough St #8,930000,42.350225,-71.08813,2005
111 Gainsborough St #102,622000,42.342605,-71.090331,2022
32 Edgerly Rd,142000,42.34563,-71.087725,2000
100 Belvidere St #3H,1700000,42.346046,-71.083886,2005
115 Chandler St #1,1305000,42.346111,-71.074063,2021
65 E India Row #31G,549000,42.357947,-71.050993,2004
180 Commonwealth Ave #19,590000,42.351197,-71.079477,2006
375 Marlborough St #3,975000,42.350662,-71.087217,2018
31 Brimmer St #1,705000,42.357961,-71.072078,2009
333 Commonwealth Ave #7,951000,42.349719,-71.087308,2001
175 Commonwealth Ave #E,4e+06,42.35179,-71.079728,2015
96 Gainsborough St #405W,582000,42.342169,-71.088083,2014
56 Commonwealth Ave #42,385000,42.352642,-71.074319,2017
38-40 Saint Botolph St #28,280000,42.346174,-71.079267,2011
69 Berkeley St,310000,42.346709,-71.070708,2012
3 Avery St #906,1100000,42.35337,-71.062604,2018
8 W Cedar St,5350000,42.357494,-71.069414,2013
85 E India Row #5A,1800000,42.358311,-71.050532,2015
449 Beacon St #5,605000,42.351249,-71.087986,2021
416 Marlborough St #106,347500,42.35004,-71.088819,2010
285 Columbus Ave #602,965000,42.346859,-71.074162,2015
370 Marlborough St #6,583000,42.350572,-71.086838,2004
437 Marlborough St #22,484000,42.349875,-71.090067,2020
191 Beacon St #3,550000,42.354271,-71.076493,2022
405 Marlborough St #21,1750000,42.350289,-71.088605,2021
11 Park Dr #2,250000,42.344604,-71.094755,2009
6 Whittier Pl #11R,417500,42.366192,-71.06722,2013
80 Broad St #PH1404,805000,42.357638,-71.052772,2006
1 Avery St #16A,9e+05,42.35337,-71.062515,2004
108 Gainsborough St #4W,409000,42.342204,-71.08831,2014
99 E Brookline St #2,560000,42.337103,-71.069673,2018
451 Park Dr #4D,427500,42.345594,-71.10471,2007
57 Marlborough St #2,1250000,42.354011,-71.074792,2016
65 E India Row #39G,1020000,42.358036,-71.051007,2016
15 Fayette St #6,272500,42.349197,-71.067093,2007
33 Hancock St #3,390000,42.360169,-71.064548,2002
17 Ridgeway Ln #17,954000,42.360943,-71.063967,2005
360 Newbury St #806,2500000,42.348168,-71.087641,2006
